"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"638";"«Швейное объединение Вымпел», Старый Петровско-Разумовский проезд (638)";"37.56382951";"55.80123862";"Старый Петровско-Разумовский проезд";"Северный административный округ";"Савёловский район";"А384; А595; А84; А84К";"Швейное объединение Вымпел";"";"да";"ГУП «Мосгортранс»";"активна";"889085679";"{type=Point, coordinates=[37.56382951, 55.80123862]}";
"639";"«Метро Войковская», Ленинградское шоссе (639)";"37.49895773";"55.81865083";"Ленинградское шоссе";"Северный административный округ";"Войковский район";"Тм23; Тм30; Тм31";"Метро Войковская";"";"нет";"";"активна";"889085680";"{type=Point, coordinates=[37.49895773, 55.81865083]}";
"640";"«Новослободская ул.», улица Сущёвский Вал (640)";"37.59128484";"55.79146127";"улица Сущёвский Вал";"Центральный административный округ";"Тверской район";"А384; А84; А84К";"Новослободская ул.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085681";"{type=Point, coordinates=[37.59128484, 55.79146127]}";
"641";"«Ул. Двинцев», улица Сущёвский Вал (641)";"37.60088133";"55.79240658";"улица Сущёвский Вал";"Северо-Восточный административный округ";"район Марьина Роща";"А0; А12; А384; Тб42; А84; А84К; АТ18";"Ул. Двинцев";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085682";"{type=Point, coordinates=[37.60088133, 55.79240658]}";
"642";"«Ул. Сущевский Вал, 46», улица Сущёвский Вал (642)";"37.61224317";"55.79275978";"улица Сущёвский Вал";"Центральный административный округ";"Мещанский район";"А12; А384; Тб42; А84; А84К; АТ18";"Олимпийский просп.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085683";"{type=Point, coordinates=[37.61224317, 55.79275978]}";
"643";"«Метро Марьина Роща», улица Сущёвский Вал (643)";"37.61745841";"55.79277781";"улица Сущёвский Вал";"Центральный административный округ";"Мещанский район";"А38; А384; Тб42; А84; А84К; АТ18";"Метро Марьина Роща";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085684";"{type=Point, coordinates=[37.61745841, 55.79277781]}";
"644";"«Олимпийский просп.», улица Сущёвский Вал (644)";"37.62353968";"55.79245674";"улица Сущёвский Вал";"Центральный административный округ";"Мещанский район";"А384; Тб42; А84; А84К; АТ18";"Олимпийский просп.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085685";"{type=Point, coordinates=[37.62353968, 55.79245674]}";
"647";"«Бульв. Яна Райниса, 20», бульвар Яна Райниса (647)";"37.41658288";"55.849632";"бульвар Яна Райниса";"Северо-Западный административный округ";"район Южное Тушино";"А199; А212; А267; А400К; А43; Тб70; Тб70К";"Бульв. Яна Райниса, 20";"";"да";"ГУП «Мосгортранс»";"активна";"889085686";"{type=Point, coordinates=[37.41658288, 55.849632]}";
"648";"«Туристская ул.», бульвар Яна Райниса (648)";"37.42222475";"55.84897708";"бульвар Яна Райниса";"Северо-Западный административный округ";"район Северное Тушино";"А199; А199к; А212; А267; А400К; А43; А432; А678; Тб70; Тб70К";"Туристская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889085687";"{type=Point, coordinates=[37.42222475, 55.84897708]}";
"649";"«Аэродромная ул.», бульвар Яна Райниса (649)";"37.43308739";"55.84982611";"бульвар Яна Райниса";"Северо-Западный административный округ";"район Южное Тушино";"А199; А199к; А212; А267; А43; А432; Тб70; Тб70К; А96; АТ";"Аэродромная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889085688";"{type=Point, coordinates=[37.43308739, 55.84982611]}";
"650";"«Метро Сходненская», Химкинский бульвар (650)";"37.44175506";"55.85080947";"Химкинский бульвар";"Северо-Западный административный округ";"район Южное Тушино";"Тб70; Тб70К";"Метро Сходненская";"";"нет";"";"активна";"889085689";"{type=Point, coordinates=[37.44175506, 55.85080947]}";
"651";"«Химкинский бульв.», Химкинский бульвар (651)";"37.44816947";"55.85146854";"Химкинский бульвар";"Северо-Западный административный округ";"район Южное Тушино";"Тб70; Тб70К";"Химкинский бульв.";"";"да";"ГУП «Мосгортранс»";"активна";"889085690";"{type=Point, coordinates=[37.44816947, 55.85146854]}";
